==168289== Lackey, an example Valgrind tool
==168289== Copyright (C) 2002-2017, and GNU GPL'd, by Nicholas Nethercote.
==168289== Using Valgrind-3.22.0 and LibVEX; rerun with -h for copyright info
==168289== Command: ./loopsample
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037df0,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037df8,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e00,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e08,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e10,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e18,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e20,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e28,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204c8,2
I  040204ca,2
I  040204cc,3
 M 04037e30,8
I  040204cf,4
I  040204d3,3
I  040204d6,2
I  040204d8,4
I  040204dc,7
I  040204e3,3
I  040204e6,2
I  040204e8,7
 L 04038e06,1
I  040204ef,7
 L 04038ab0,8
I  040204f6,3
I  040204f9,4
I  040204fd,4
I  04020501,4
 S 1ffefff8a0,16
I  04020505,4
 S 1ffefff8b0,16
I  04020509,4
 S 1ffefff8c0,16
I  0402050d,4
 S 1ffefff8d0,16
I  04020511,3
I  04020514,6
I  0402051a,4
 L 04037ed0,8
I  0402051e,2
I  04020520,3
I  04020523,2
I  04020525,4
I  04020529,3
I  0402052c,4
I  04020530,7
 L 04038b30,8
I  04020537,4
 L 04037ee0,8
I  0402053b,5
I  04020540,7
 L 04038c70,8
I  04020547,5
I  0402054c,4
I  04020550,4
 S 1ffefff8a0,16
I  04020554,3
I  04020557,2
I  04020561,3
I  04020564,2
I  040205c5,4
I  040205c9,4
I  040205cd,3
I  040205d0,7
 S 1ffefff860,8
I  040205d7,3
I  040205da,4
 L 1ffefff8b0,8
I  040205de,3
 L 1ffefff8a0,8
I  040205e1,4
 L 1ffefff8a8,8
I  040205e5,4
I  040205e9,4
I  040205ed,7
 L 04038b20,8
I  040205f4,3
I  040205f7,3
I  040205fa,4
 L 04037ea0,8
I  040205fe,4
I  04020602,4
I  04020606,3
I  04020609,6
I  040206af,3
I  040206b2,2
I  04020640,4
 L 04000d68,8
I  04020644,3
 L 04000d60,8
I  04020647,3
I  0402064a,4
I  0402064e,3
I  04020651,4
I  04020655,4
I  04020659,3
I  0402065c,2
I  0402065e,2
I  04020660,3
I  04020663,2
I  04020665,5
 L 040007ee,2
I  0402066a,3
I  0402066d,5
I  04020672,8
 L 04038ab0,8
I  0402067a,4
 L 040007f0,8
I  0402067e,4
 L 040007ec,1
I  04020682,3
I  04020685,3
I  04020688,2
I  0402068a,4
I  0402068e,6
I  04020694,4
I  04020698,2
I  040206a7,4
 S 04037ff0,8
I  040206ab,4
I  040206af,3
I  040206b2,2
I  04020640,4
 L 04000d80,8
I  04020644,3
 L 04000d78,8
I  04020647,3
I  0402064a,4
I  0402064e,3
I  04020651,4
I  04020655,4
I  04020659,3
I  0402065c,2
I  0402065e,2
I  04020660,3
I  04020663,2
I  04020665,5
 L 04000866,2
I  0402066a,3
I  0402066d,5
I  04020672,8
 L 04038ab0,8
I  0402067a,4
 L 04000868,8
I  0402067e,4
 L 04000864,1
I  04020682,3
I  04020685,3
I  04020688,2
I  0402068a,4
I  0402068e,6
I  04020694,4
I  04020698,2
I  040206a7,4
 S 04037ff8,8
I  040206ab,4
I  040206af,3
I  040206b2,2
I  04020640,4
 L 04000d98,8
I  04020644,3
 L 04000d90,8
I  04020647,3
I  0402064a,4
I  0402064e,3
I  04020651,4
I  04020655,4
I  04020659,3
I  0402065c,2
I  0402065e,2
I  04020660,3
I  04020663,2
I  04020665,5
 L 04000596,2
I  0402066a,3
I  0402066d,5
I  04020672,8
 L 04038ab0,8
I  0402067a,4
 L 04000598,8
I  0402067e,4
 L 04000594,1
I  04020682,3
I  04020685,3
I  04020688,2
I  0402068a,4
I  0402068e,6
I  04020694,4
I  04020698,2
I  0402069a,4
I  0402069e,2
I  040206ab,4
I  040206af,3
I  040206b2,2
I  040206b4,4
I  040206b8,3
I  040206bb,2
I  040206bd,7
 L 04038ab0,8
I  040206c4,7
 L 04038e06,1
I  040206cb,5
I  040205da,4
 L 1ffefff8d0,8
I  040205de,3
 L 1ffefff8c0,8
I  040205e1,4
 L 1ffefff8c8,8
I  040205e5,4
I  040205e9,4
I  040205ed,7
 L 04038b20,8
I  040205f4,3
I  040205f7,3
I  040205fa,4
 L 04037ea0,8
I  040205fe,4
I  04020602,4
I  04020606,3
I  04020609,6
I  040206af,3
I  040206b2,2
I  040206b4,4
I  040206b8,3
I  040206bb,2
I  040206f8,7
 M 04038e04,1
I  040206ff,5
 S 1ffefff858,8
I  0401d1f0,4
I  0401d1f4,7
I  0401d1fb,7
 S 04037a20,8
I  0401d202,7
I  0401d209,7
 S 04037a18,8
I  0401d210,7
I  0401d217,7
 S 04037a10,8
I  0401d21e,7
I  0401d225,7
 S 04037a08,8
I  0401d22c,1
 L 1ffefff858,8
I  04020704,7
I  0402070b,7
 S 04037e38,8
I  04020712,2
I  04020714,7
I  0402071b,3
I  0402071e,4
I  04020722,3
I  04020725,7
 S 04037a60,8
I  0402072c,5
 S 1ffefff858,8
I  040131b0,4
I  040131b4,7
 L 04038d88,8
I  040131bb,3
I  040131be,3
I  040131c1,2
I  040131c3,4
 L 04037e80,8
I  040131c7,7
 L 04038e06,1
I  040131ce,2
I  040131d0,2
 L 04000430,4
I  040131d2,6
 S 04038ddc,4
I  040131d8,3
 L 04000438,4
I  040131db,3
 L 04000434,4
I  040131de,4
I  040131e2,3
I  040131e5,2
I  040131e7,7
 S 04038de0,4
I  040131ee,4
I  040131f2,3
 L 0400043c,4
I  040131f5,3
I  040131f8,7
 S 04038de8,8
I  040131ff,6
 S 04038de4,4
I  04013205,3
I  04013208,4
I  0401320c,7
 S 04038df0,8
I  04013213,4
I  04013217,7
 S 04038df8,8
I  0401321e,1
 L 1ffefff858,8
I  04020731,5
 L 1ffefff890,16
I  04020736,7
 L 1ffefff888,8
I  0402073d,7
I  04020744,7
 S 04038ad8,8
I  0402074b,7
 S 04037a40,8
I  04020752,7
 S 04038e40,16
I  04020759,5
 S 1ffefff858,8
I  0401eec0,4
I  0401eec4,1
 S 1ffefff850,8
I  0401eec5,3
I  0401eec8,1
 S 1ffefff848,8
I  0401eec9,3
I  0401eecc,4
I  0401eed0,4
I  0401eed4,7
 S 04037a40,8
I  0401eedb,5
 S 1ffefff818,8
I  0401e1d0,1
 S 1ffefff810,8
I  0401e1d1,4
I  0401e1d5,3
I  0401e1d8,3
I  0401e1db,2
 S 1ffefff808,8
I  0401e1dd,2
 S 1ffefff800,8
I  0401e1df,1
 S 1ffefff7f8,8
I  0401e1e0,7
I  0401e1e7,4
 L 1ffefff920,8
I  0401e1eb,7
 S 04037a78,8
I  0401e1f2,6
 S 04037a80,4
I  0401e1f8,2
I  0401e1fa,5
I  0401e1ff,4
 L 1ffefff938,8
I  0401e203,7
 S 040392d0,8
I  0401e20a,2
I  0401e20c,4
I  0401e210,4
I  0401e214,4
 L 1ffefff940,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff948,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff950,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff958,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff960,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff968,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff970,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff978,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff980,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff988,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff990,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff998,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9a0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9a8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9b0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9b8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9c0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9c8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9d0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9d8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9e0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9e8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9f0,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefff9f8,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa00,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa08,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa10,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa18,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa20,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa28,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa30,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa38,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa40,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa48,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa50,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa58,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa60,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa68,8
I  0401e218,2
I  0401e210,4
I  0401e214,4
 L 1ffefffa70,8
I  0401e218,2
I  0401e21a,2
I  0401e21c,7
I  0401e223,5
I  0401e228,3
 S 1ffefff650,8
I  0401e228,3
 S 1ffefff658,8
I  0401e228,3
 S 1ffefff660,8
I  0401e228,3
 S 1ffefff668,8
I  0401e228,3
 S 1ffefff670,8
I  0401e228,3
 S 1ffefff678,8
I  0401e228,3
 S 1ffefff680,8
I  0401e228,3
 S 1ffefff688,8
I  0401e228,3
 S 1ffefff690,8
I  0401e228,3
 S 1ffefff698,8
I  0401e228,3
 S 1ffefff6a0,8
I  0401e228,3
 S 1ffefff6a8,8
I  0401e228,3
 S 1ffefff6b0,8
I  0401e228,3
 S 1ffefff6b8,8
I  0401e228,3
 S 1ffefff6c0,8
I  0401e228,3
 S 1ffefff6c8,8
I  0401e228,3
 S 1ffefff6d0,8
I  0401e228,3
 S 1ffefff6d8,8
I  0401e228,3
 S 1ffefff6e0,8
I  0401e228,3
 S 1ffefff6e8,8
I  0401e228,3
 S 1ffefff6f0,8
I  0401e228,3
 S 1ffefff6f8,8
I  0401e228,3
 S 1ffefff700,8
I  0401e228,3
 S 1ffefff708,8
I  0401e228,3
 S 1ffefff710,8
I  0401e228,3
 S 1ffefff718,8
I  0401e228,3
 S 1ffefff720,8
I  0401e228,3
 S 1ffefff728,8
I  0401e228,3
 S 1ffefff730,8
I  0401e228,3
 S 1ffefff738,8
I  0401e228,3
 S 1ffefff740,8
I  0401e228,3
 S 1ffefff748,8
I  0401e228,3
 S 1ffefff750,8
I  0401e228,3
 S 1ffefff758,8
I  0401e228,3
 S 1ffefff760,8
I  0401e228,3
 S 1ffefff768,8
I  0401e228,3
 S 1ffefff770,8
I  0401e228,3
 S 1ffefff778,8
I  0401e228,3
 S 1ffefff780,8
I  0401e228,3
 S 1ffefff788,8
I  0401e228,3
 S 1ffefff790,8
I  0401e228,3
 S 1ffefff798,8
I  0401e228,3
 S 1ffefff7a0,8
I  0401e228,3
 S 1ffefff7a8,8
I  0401e228,3
 S 1ffefff7b0,8
I  0401e228,3
 S 1ffefff7b8,8
I  0401e228,3
 S 1ffefff7c0,8
I  0401e228,3
 S 1ffefff7c8,8
I  0401e228,3
 S 1ffefff7d0,8
I  0401e228,3
 S 1ffefff7d8,8
I  0401e228,3
 S 1ffefff7e0,8
I  0401e228,3
 S 1ffefff7e8,8
I  0401e228,3
I  0401e22b,4
 L 1ffefffa78,8
I  0401e22f,4
I  0401e233,7
I  0401e23a,7
 S 04037b08,8
I  0401e241,7
 S 1ffefff698,8
I  0401e248,11
 S 1ffefff680,8
I  0401e253,11
 S 1ffefff6e0,8
I  0401e25e,3
I  0401e261,6
I  0401e267,9
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffa80,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff658,8
I  0401e28a,3
 L 1ffefffa88,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffa90,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff658,8
I  0401e28a,3
 L 1ffefffa98,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffaa0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6d0,8
I  0401e28a,3
 L 1ffefffaa8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffab0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff680,8
I  0401e28a,3
 L 1ffefffab8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffac0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6d8,8
I  0401e28a,3
 L 1ffefffac8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffad0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff668,8
I  0401e28a,3
 L 1ffefffad8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffae0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff670,8
I  0401e28a,3
 L 1ffefffae8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffaf0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff678,8
I  0401e28a,3
 L 1ffefffaf8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb00,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff688,8
I  0401e28a,3
 L 1ffefffb08,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb10,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff690,8
I  0401e28a,3
 L 1ffefffb18,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb20,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff698,8
I  0401e28a,3
 L 1ffefffb28,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb30,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6a8,8
I  0401e28a,3
 L 1ffefffb38,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb40,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6b0,8
I  0401e28a,3
 L 1ffefffb48,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb50,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6b8,8
I  0401e28a,3
 L 1ffefffb58,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb60,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6c0,8
I  0401e28a,3
 L 1ffefffb68,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb70,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff708,8
I  0401e28a,3
 L 1ffefffb78,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb80,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff718,8
I  0401e28a,3
 L 1ffefffb88,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffb90,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff658,8
I  0401e28a,3
 L 1ffefffb98,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffba0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff748,8
I  0401e28a,3
 L 1ffefffba8,8
I  0401e28d,3
I  0401e290,2
I  0401e270,4
I  0401e274,6
I  0401e27a,4
 L 1ffefffbb0,8
I  0401e27e,4
I  0401e282,8
 S 1ffefff6c8,8
I  0401e28a,3
 L 1ffefffbb8,8
I  0401e28d,3
I  0401e290,2
I  0401e292,8
 L 1ffefff680,8
I  0401e29a,8
 L 1ffefff718,16
I  0401e2a2,8
 L 1ffefff738,16
I  0401e2aa,7
 L 1ffefff668,8
I  0401e2b1,6
 L 1ffefff678,4
I  0401e2b7,7
 L 1ffefff698,8
I  0401e2be,4
 L 1ffefff7e8,8
I  0401e2c2,7
 L 1ffefff708,4
I  0401e2c9,7
 L 1ffefff6c8,8
I  0401e2d0,5
I  0401e2d5,7
 L 1ffefff6d0,8
I  0401e2dc,7
 L 1ffefff740,8
I  0401e2e3,7
 L 1ffefff6d8,4
I  0401e2ea,8
 L 1ffefff6e0,2
I  0401e2f2,7
 L 1ffefff718,8
I  0401e2f9,7
 L 1ffefff758,8
I  0401e300,7
 S 04037de0,8
I  0401e307,7
 S 04037aa8,8
I  0401e30e,7
 S 04037b00,8
I  0401e315,7
 S 04037ae0,4
I  0401e31c,8
 S 04037af8,2
I  0401e324,7
 S 04037d98,8
I  0401e32b,7
 S 04037dd0,16
I  0401e332,7
 S 04037ab8,16
I  0401e339,7
 S 04037a48,4
I  0401e340,7
